ItemID,Weight,Size,Fragility,storedIn,DestinationWarehouse
Item_8171,24.3,4.95,Medium,Bin,Warehouse_A
Item_8172,45.13,4.35,Low,Shelf,Warehouse_B
Item_8173,44.19,4.28,Medium,Pallet,Warehouse_A
Item_8174,20.51,2.42,Low,Bin,Warehouse_A
Item_8175,43.78,2.75,Medium,Shelf,Warehouse_B
Item_8176,1.52,2.87,Low,Pallet,Warehouse_A
Item_8177,25.79,4.73,Low,Pallet,Warehouse_A
Item_8178,37.39,2.26,Low,Pallet,Warehouse_A
Item_8179,3.47,1.28,Medium,Bin,Warehouse_C
Item_8180,1.55,3.67,Low,Shelf,Warehouse_C
Item_8181,9.2,1.12,Low,Pallet,Warehouse_A
Item_8182,40.81,2.44,Low,Bin,Warehouse_A
Item_8183,19.44,4.85,Low,Bin,Warehouse_A
Item_8184,45.21,3.0,Low,Bin,Warehouse_A
Item_8185,20.59,1.35,Low,Pallet,Warehouse_A
Item_8186,48.46,4.97,Low,Shelf,Warehouse_B
Item_8187,17.05,2.88,Medium,Bin,Warehouse_A
Item_8188,15.23,1.19,Low,Shelf,Warehouse_B
Item_8189,33.57,2.43,Medium,Bin,Warehouse_A
Item_8190,12.71,1.08,Low,Pallet,Warehouse_A
Item_8191,21.39,1.07,Low,Shelf,Warehouse_B
Item_8192,32.1,4.11,Low,Bin,Warehouse_A
Item_8193,15.64,0.78,Medium,Pallet,Warehouse_A
Item_8194,17.36,1.97,Low,Pallet,Warehouse_A
Item_8195,35.94,0.3,Low,Shelf,Warehouse_B
Item_8196,41.33,4.06,High,Shelf,Warehouse_B
Item_8197,13.36,0.68,Medium,Shelf,Warehouse_B
Item_8198,26.42,1.71,Low,Shelf,Warehouse_B
Item_8199,4.42,0.11,Low,Pallet,Warehouse_A
Item_8200,13.55,0.76,Low,Shelf,Warehouse_B
Item_8201,42.43,0.32,Low,Pallet,Warehouse_A
Item_8202,22.23,1.63,Medium,Pallet,Warehouse_A
Item_8203,23.33,4.11,Low,Shelf,Warehouse_B
Item_8204,47.1,0.65,Medium,Shelf,Warehouse_B
Item_8205,42.5,2.42,Low,Pallet,Warehouse_A
Item_8206,36.26,3.19,Low,Bin,Warehouse_A
Item_8207,12.59,2.48,Low,Pallet,Warehouse_A
Item_8208,4.83,0.83,Low,Bin,Warehouse_C
Item_8209,29.3,0.2,Low,Shelf,Warehouse_B
Item_8210,35.98,0.43,Low,Bin,Warehouse_A
Item_8211,40.43,4.6,Low,Shelf,Warehouse_B
Item_8212,9.13,4.09,Low,Pallet,Warehouse_A
Item_8213,32.96,1.35,Low,Pallet,Warehouse_A
Item_8214,18.84,1.45,Medium,Bin,Warehouse_A
Item_8215,23.9,1.02,Low,Bin,Warehouse_A
Item_8216,6.38,1.49,Low,Bin,Warehouse_A
Item_8217,46.35,4.45,Low,Shelf,Warehouse_B
Item_8218,10.88,2.01,Medium,Pallet,Warehouse_A
Item_8219,11.98,1.23,Medium,Bin,Warehouse_A
Item_8220,36.23,1.64,Low,Pallet,Warehouse_A
Item_8221,36.78,0.15,Low,Bin,Warehouse_A
Item_8222,0.24,2.72,Medium,Bin,Warehouse_C
Item_8223,47.07,0.34,Low,Pallet,Warehouse_A
Item_8224,23.89,4.55,Medium,Bin,Warehouse_A
Item_8225,20.14,4.55,Medium,Shelf,Warehouse_B
Item_8226,34.1,1.74,Low,Shelf,Warehouse_B
Item_8227,26.76,2.01,Low,Pallet,Warehouse_A
Item_8228,17.96,1.78,Low,Shelf,Warehouse_B
Item_8229,1.04,0.57,Low,Pallet,Warehouse_A
Item_8230,1.62,1.0,Low,Bin,Warehouse_C
Item_8231,19.03,4.48,Medium,Bin,Warehouse_A
Item_8232,49.05,1.94,Low,Shelf,Warehouse_B
Item_8233,11.85,1.3,High,Pallet,Warehouse_A
Item_8234,37.25,1.06,Low,Bin,Warehouse_A
Item_8235,19.5,1.23,Low,Shelf,Warehouse_B
Item_8236,49.35,0.11,Low,Pallet,Warehouse_A
Item_8237,2.26,1.27,Low,Shelf,Warehouse_C
Item_8238,39.42,2.09,Medium,Shelf,Warehouse_B
Item_8239,15.54,4.09,Low,Pallet,Warehouse_A
Item_8240,18.55,3.28,Low,Shelf,Warehouse_B
Item_8241,49.3,3.17,Low,Shelf,Warehouse_B
Item_8242,20.17,1.98,Medium,Pallet,Warehouse_A
Item_8243,7.91,3.51,Low,Pallet,Warehouse_A
Item_8244,8.65,1.87,Low,Shelf,Warehouse_C
Item_8245,0.63,3.53,Low,Bin,Warehouse_C
Item_8246,4.07,4.9,High,Pallet,Warehouse_A
Item_8247,28.91,4.36,Low,Pallet,Warehouse_A
Item_8248,28.83,2.28,Low,Pallet,Warehouse_A
Item_8249,5.82,3.64,Low,Shelf,Warehouse_C
Item_8250,8.41,2.53,Medium,Pallet,Warehouse_A
Item_8251,17.38,0.18,Low,Pallet,Warehouse_A
Item_8252,7.41,1.06,Low,Bin,Warehouse_A
Item_8253,18.05,4.31,Medium,Pallet,Warehouse_A
Item_8254,5.31,1.71,Medium,Shelf,Warehouse_C
Item_8255,36.6,0.42,Low,Bin,Warehouse_A
Item_8256,3.61,0.85,Medium,Bin,Warehouse_C
Item_8257,22.74,0.13,Medium,Shelf,Warehouse_B
Item_8258,25.1,0.22,Medium,Pallet,Warehouse_A
Item_8259,10.61,4.84,Medium,Bin,Warehouse_A
Item_8260,1.68,4.16,Low,Shelf,Warehouse_C
Item_8261,38.28,1.41,Low,Pallet,Warehouse_A
Item_8262,40.44,1.97,Low,Shelf,Warehouse_B
Item_8263,36.35,3.58,Low,Bin,Warehouse_A
Item_8264,27.61,1.82,Low,Shelf,Warehouse_B
Item_8265,0.6,4.36,Low,Shelf,Warehouse_C
Item_8266,20.42,0.26,Medium,Shelf,Warehouse_B
Item_8267,6.52,0.41,Low,Pallet,Warehouse_A
Item_8268,0.77,3.23,Low,Pallet,Warehouse_A
Item_8269,40.85,2.56,Medium,Pallet,Warehouse_A
Item_8270,11.55,3.57,Low,Shelf,Warehouse_B
Item_8271,27.77,3.08,High,Bin,Warehouse_A
Item_8272,41.51,4.28,Medium,Bin,Warehouse_A
Item_8273,29.23,1.36,Medium,Shelf,Warehouse_B
Item_8274,22.68,1.24,Medium,Bin,Warehouse_A
Item_8275,38.34,3.0,Medium,Bin,Warehouse_A
Item_8276,39.95,1.15,Low,Bin,Warehouse_A
Item_8277,13.97,4.5,Low,Pallet,Warehouse_A
Item_8278,45.75,2.03,Medium,Pallet,Warehouse_A
Item_8279,37.02,2.31,Medium,Shelf,Warehouse_B
Item_8280,9.27,3.32,High,Pallet,Warehouse_A
Item_8281,7.45,0.94,Low,Shelf,Warehouse_C
Item_8282,0.39,3.44,Low,Bin,Warehouse_C
Item_8283,2.3,4.32,Low,Bin,Warehouse_C
Item_8284,28.27,4.9,Low,Pallet,Warehouse_A
Item_8285,3.6,3.89,Medium,Pallet,Warehouse_A
Item_8286,15.73,1.5,High,Pallet,Warehouse_A
Item_8287,4.36,4.25,Low,Bin,Warehouse_C
Item_8288,12.86,3.71,Low,Bin,Warehouse_A
Item_8289,38.13,4.29,Low,Shelf,Warehouse_B
Item_8290,20.62,2.97,High,Bin,Warehouse_A
Item_8291,49.06,2.67,Low,Pallet,Warehouse_A
Item_8292,11.06,3.16,Medium,Bin,Warehouse_A
Item_8293,18.16,4.44,Low,Shelf,Warehouse_B
Item_8294,0.87,3.93,Low,Pallet,Warehouse_A
Item_8295,13.15,1.73,High,Bin,Warehouse_A
Item_8296,37.66,1.57,High,Pallet,Warehouse_A
Item_8297,20.48,4.75,Medium,Pallet,Warehouse_A
Item_8298,37.81,0.17,Low,Shelf,Warehouse_B
Item_8299,1.74,3.77,Low,Pallet,Warehouse_A
Item_8300,7.81,1.15,Low,Pallet,Warehouse_A
Item_8301,35.31,0.7,Medium,Pallet,Warehouse_A
Item_8302,24.9,3.2,Low,Bin,Warehouse_A
Item_8303,33.55,3.48,Low,Shelf,Warehouse_B
Item_8304,49.34,4.58,Medium,Bin,Warehouse_A
Item_8305,16.3,1.02,Low,Shelf,Warehouse_B
Item_8306,5.07,3.19,High,Shelf,Warehouse_C
Item_8307,20.29,4.46,High,Bin,Warehouse_A
Item_8308,3.43,0.25,Low,Shelf,Warehouse_C
Item_8309,9.85,4.24,Low,Pallet,Warehouse_A
Item_8310,42.75,3.31,Low,Pallet,Warehouse_A
Item_8311,1.22,1.23,Medium,Pallet,Warehouse_A
Item_8312,22.74,2.24,Medium,Shelf,Warehouse_B
Item_8313,21.22,2.39,Low,Pallet,Warehouse_A
Item_8314,8.89,2.16,Medium,Bin,Warehouse_A
Item_8315,8.54,3.97,Low,Shelf,Warehouse_C
Item_8316,37.91,4.42,Low,Bin,Warehouse_A
Item_8317,49.03,0.2,Low,Pallet,Warehouse_A
Item_8318,2.97,3.21,High,Shelf,Warehouse_C
Item_8319,47.96,0.84,Low,Shelf,Warehouse_B
Item_8320,24.73,0.43,Medium,Bin,Warehouse_A
Item_8321,35.0,4.68,Low,Bin,Warehouse_A
Item_8322,32.46,2.93,Medium,Shelf,Warehouse_B
Item_8323,5.69,1.7,Medium,Pallet,Warehouse_A
Item_8324,6.41,1.22,High,Shelf,Warehouse_C
Item_8325,24.34,2.19,Medium,Shelf,Warehouse_B
Item_8326,32.69,1.1,Medium,Pallet,Warehouse_A
Item_8327,35.51,2.75,Low,Pallet,Warehouse_A
Item_8328,24.96,2.44,Low,Shelf,Warehouse_B
Item_8329,28.61,3.37,Low,Pallet,Warehouse_A
Item_8330,16.83,3.23,High,Pallet,Warehouse_A
Item_8331,11.05,1.69,Low,Bin,Warehouse_A
Item_8332,20.91,2.51,Low,Shelf,Warehouse_B
Item_8333,0.53,3.92,Low,Shelf,Warehouse_C
Item_8334,8.45,4.0,Medium,Shelf,Warehouse_C
Item_8335,37.0,3.25,Low,Pallet,Warehouse_A
Item_8336,40.21,1.55,Low,Bin,Warehouse_A
Item_8337,43.44,3.12,Low,Pallet,Warehouse_A
Item_8338,2.85,2.67,Low,Shelf,Warehouse_C
Item_8339,17.19,4.57,Low,Shelf,Warehouse_B
Item_8340,42.13,1.55,Medium,Shelf,Warehouse_B
Item_8341,8.54,3.9,High,Bin,Warehouse_A
Item_8342,43.98,1.69,High,Bin,Warehouse_A
Item_8343,18.97,2.65,Low,Bin,Warehouse_A
Item_8344,4.76,2.45,High,Shelf,Warehouse_C
Item_8345,19.34,0.98,Low,Shelf,Warehouse_B
Item_8346,42.59,1.34,Low,Bin,Warehouse_A
Item_8347,10.73,1.23,Medium,Bin,Warehouse_A
Item_8348,43.97,1.44,Low,Bin,Warehouse_A
Item_8349,31.33,3.66,Low,Pallet,Warehouse_A
Item_8350,8.36,3.1,Low,Pallet,Warehouse_A
Item_8351,37.52,1.83,Medium,Shelf,Warehouse_B
Item_8352,15.23,2.33,High,Pallet,Warehouse_A
Item_8353,36.27,2.77,Low,Bin,Warehouse_A
Item_8354,34.19,2.04,Low,Bin,Warehouse_A
Item_8355,28.04,1.88,Low,Shelf,Warehouse_B
Item_8356,34.68,4.2,Low,Pallet,Warehouse_A
Item_8357,4.34,4.48,Medium,Pallet,Warehouse_A
Item_8358,1.64,4.5,Low,Bin,Warehouse_C
Item_8359,25.65,1.03,Low,Bin,Warehouse_A
Item_8360,44.57,4.36,Low,Pallet,Warehouse_A
Item_8361,36.67,3.53,Low,Bin,Warehouse_A
Item_8362,9.85,0.29,Medium,Shelf,Warehouse_C
Item_8363,14.43,1.59,Low,Bin,Warehouse_A
Item_8364,1.76,0.83,Low,Shelf,Warehouse_C
Item_8365,28.02,2.92,Low,Bin,Warehouse_A
Item_8366,32.66,4.31,Low,Shelf,Warehouse_B
Item_8367,0.32,1.63,Low,Pallet,Warehouse_A
Item_8368,34.03,3.41,Low,Pallet,Warehouse_A
Item_8369,8.64,0.28,Low,Shelf,Warehouse_C
Item_8370,1.78,3.53,Low,Bin,Warehouse_C
Item_8371,44.44,1.04,Low,Bin,Warehouse_A
Item_8372,44.55,3.68,Medium,Bin,Warehouse_A
Item_8373,0.12,3.62,Low,Bin,Warehouse_C
Item_8374,48.92,4.03,Low,Shelf,Warehouse_B
Item_8375,18.43,0.31,Low,Pallet,Warehouse_A
Item_8376,22.83,1.97,Low,Pallet,Warehouse_A
Item_8377,16.35,1.55,Low,Shelf,Warehouse_B
Item_8378,21.21,4.55,Medium,Pallet,Warehouse_A
Item_8379,21.58,4.23,Medium,Shelf,Warehouse_B
Item_8380,21.4,1.13,Medium,Pallet,Warehouse_A
Item_8381,5.19,0.89,Low,Shelf,Warehouse_C
Item_8382,40.78,2.02,Low,Pallet,Warehouse_A
Item_8383,2.97,2.69,Low,Shelf,Warehouse_C
Item_8384,42.99,2.27,Low,Bin,Warehouse_A
Item_8385,26.79,1.48,Low,Pallet,Warehouse_A
Item_8386,4.73,4.19,Low,Bin,Warehouse_C
Item_8387,33.19,2.21,Low,Bin,Warehouse_A
Item_8388,18.25,0.35,Low,Bin,Warehouse_A
Item_8389,6.04,0.28,Low,Bin,Warehouse_A
Item_8390,40.88,2.9,Low,Pallet,Warehouse_A
Item_8391,31.86,4.85,Low,Pallet,Warehouse_A
Item_8392,0.45,0.15,Low,Bin,Warehouse_C
Item_8393,42.4,2.7,High,Shelf,Warehouse_B
Item_8394,48.08,1.14,Medium,Shelf,Warehouse_B
Item_8395,41.13,2.78,Low,Shelf,Warehouse_B
Item_8396,42.49,4.11,Low,Bin,Warehouse_A
Item_8397,14.71,2.55,Medium,Pallet,Warehouse_A
Item_8398,9.23,3.57,Low,Shelf,Warehouse_C
Item_8399,24.11,3.64,Low,Pallet,Warehouse_A
Item_8400,28.17,4.73,Low,Pallet,Warehouse_A
Item_8401,5.32,1.03,Low,Bin,Warehouse_A
Item_8402,7.81,1.82,Low,Shelf,Warehouse_C
Item_8403,44.77,1.29,Low,Pallet,Warehouse_A
Item_8404,38.19,1.68,Medium,Shelf,Warehouse_B
Item_8405,30.1,4.93,Low,Bin,Warehouse_A
Item_8406,26.52,0.67,Low,Bin,Warehouse_A
Item_8407,22.38,4.45,Low,Shelf,Warehouse_B
Item_8408,22.23,1.16,Low,Pallet,Warehouse_A
Item_8409,41.4,3.53,Medium,Shelf,Warehouse_B
Item_8410,11.2,2.58,Medium,Bin,Warehouse_A
Item_8411,4.13,4.29,Low,Bin,Warehouse_C
Item_8412,9.58,3.23,Low,Bin,Warehouse_A
Item_8413,27.16,2.48,Low,Shelf,Warehouse_B
Item_8414,26.57,2.68,Medium,Bin,Warehouse_A
Item_8415,45.82,1.23,Medium,Bin,Warehouse_A
Item_8416,3.34,4.11,Low,Pallet,Warehouse_A
Item_8417,23.45,1.9,Medium,Pallet,Warehouse_A
Item_8418,42.48,4.68,Low,Bin,Warehouse_A
Item_8419,25.49,2.83,Low,Shelf,Warehouse_B
Item_8420,18.57,4.59,Low,Pallet,Warehouse_A
Item_8421,21.8,3.82,High,Bin,Warehouse_A
Item_8422,18.18,3.26,High,Pallet,Warehouse_A
Item_8423,27.87,3.73,Medium,Pallet,Warehouse_A
Item_8424,27.05,4.19,Medium,Bin,Warehouse_A
Item_8425,18.57,3.18,Low,Shelf,Warehouse_B
Item_8426,21.62,2.43,Low,Shelf,Warehouse_B
Item_8427,6.73,3.04,Low,Bin,Warehouse_A
Item_8428,49.24,3.39,Medium,Pallet,Warehouse_A
Item_8429,34.0,2.74,Low,Shelf,Warehouse_B
Item_8430,26.57,0.23,Low,Pallet,Warehouse_A
Item_8431,45.08,0.26,Low,Bin,Warehouse_A
Item_8432,47.0,1.3,Medium,Pallet,Warehouse_A
Item_8433,8.85,2.61,Low,Shelf,Warehouse_C
Item_8434,3.62,0.53,Low,Pallet,Warehouse_A
Item_8435,19.05,4.48,Low,Shelf,Warehouse_B
Item_8436,3.58,2.84,High,Bin,Warehouse_C
Item_8437,40.68,2.37,Medium,Bin,Warehouse_A
Item_8438,4.31,0.99,Low,Shelf,Warehouse_C
Item_8439,8.74,4.42,Medium,Pallet,Warehouse_A
Item_8440,3.07,3.97,Medium,Shelf,Warehouse_C
Item_8441,40.93,3.57,Medium,Shelf,Warehouse_B
Item_8442,31.41,1.52,Low,Pallet,Warehouse_A
Item_8443,8.62,4.93,Low,Shelf,Warehouse_C
Item_8444,42.36,3.72,Low,Shelf,Warehouse_B
Item_8445,9.05,1.94,Low,Shelf,Warehouse_C
Item_8446,7.49,3.4,Medium,Bin,Warehouse_A
Item_8447,0.55,0.63,Low,Shelf,Warehouse_C
Item_8448,44.47,1.92,High,Pallet,Warehouse_A
Item_8449,16.24,4.46,Medium,Shelf,Warehouse_B
Item_8450,8.87,2.92,High,Bin,Warehouse_A
Item_8451,16.18,4.39,Low,Shelf,Warehouse_B
Item_8452,13.13,0.74,Low,Shelf,Warehouse_B
Item_8453,43.35,1.92,Low,Shelf,Warehouse_B
Item_8454,42.48,1.14,Low,Bin,Warehouse_A
Item_8455,24.62,4.07,Low,Bin,Warehouse_A
Item_8456,34.06,2.02,Low,Bin,Warehouse_A
Item_8457,48.35,4.01,Low,Pallet,Warehouse_A
Item_8458,6.2,1.28,Low,Pallet,Warehouse_A
Item_8459,4.47,1.17,Low,Bin,Warehouse_C
Item_8460,36.97,3.27,Medium,Bin,Warehouse_A
Item_8461,3.05,3.34,Medium,Shelf,Warehouse_C
Item_8462,25.88,2.97,Low,Shelf,Warehouse_B
Item_8463,42.51,1.92,Low,Shelf,Warehouse_B
Item_8464,1.8,1.61,Medium,Shelf,Warehouse_C
Item_8465,2.96,0.17,Low,Shelf,Warehouse_C
Item_8466,7.53,3.89,High,Shelf,Warehouse_C
Item_8467,27.07,1.26,Low,Pallet,Warehouse_A
Item_8468,34.07,4.28,Medium,Pallet,Warehouse_A
Item_8469,32.34,3.25,Medium,Pallet,Warehouse_A
Item_8470,2.99,4.5,Low,Bin,Warehouse_C
Item_8471,49.64,2.63,Medium,Shelf,Warehouse_B
Item_8472,1.32,2.02,Low,Shelf,Warehouse_C
Item_8473,9.47,1.09,Low,Pallet,Warehouse_A
Item_8474,46.71,0.97,Low,Pallet,Warehouse_A
Item_8475,44.07,0.57,High,Shelf,Warehouse_B
Item_8476,9.8,4.38,Medium,Shelf,Warehouse_C
Item_8477,3.52,4.21,Medium,Shelf,Warehouse_C
Item_8478,17.34,1.03,Low,Bin,Warehouse_A
Item_8479,48.93,4.15,Low,Shelf,Warehouse_B
Item_8480,31.49,1.52,Low,Bin,Warehouse_A
Item_8481,29.45,1.83,High,Pallet,Warehouse_A
Item_8482,7.66,4.45,Low,Pallet,Warehouse_A
Item_8483,1.32,0.59,Medium,Shelf,Warehouse_C
Item_8484,40.35,0.86,Medium,Bin,Warehouse_A
Item_8485,2.67,4.32,Medium,Pallet,Warehouse_A
Item_8486,17.55,3.57,Low,Pallet,Warehouse_A
Item_8487,2.83,1.17,Medium,Bin,Warehouse_C
Item_8488,6.38,1.87,Low,Pallet,Warehouse_A
Item_8489,41.03,1.36,Medium,Bin,Warehouse_A
Item_8490,13.75,0.33,Low,Shelf,Warehouse_B
Item_8491,12.82,2.17,Medium,Pallet,Warehouse_A
Item_8492,32.38,1.77,Low,Pallet,Warehouse_A
Item_8493,6.0,1.56,Low,Shelf,Warehouse_C
Item_8494,1.88,1.84,Low,Bin,Warehouse_C
Item_8495,28.76,1.04,Medium,Pallet,Warehouse_A
Item_8496,21.17,0.45,Low,Shelf,Warehouse_B
Item_8497,23.44,4.21,Low,Bin,Warehouse_A
Item_8498,24.38,0.66,Medium,Pallet,Warehouse_A
Item_8499,12.81,1.2,Medium,Shelf,Warehouse_B
Item_8500,39.19,2.29,Medium,Shelf,Warehouse_B
Item_8501,39.28,1.99,Medium,Pallet,Warehouse_A
Item_8502,21.69,1.17,Medium,Bin,Warehouse_A
Item_8503,37.82,4.98,Medium,Shelf,Warehouse_B
Item_8504,23.69,1.42,High,Shelf,Warehouse_B
Item_8505,8.75,4.93,Low,Shelf,Warehouse_C
Item_8506,47.23,1.84,Low,Pallet,Warehouse_A
Item_8507,45.47,3.43,Low,Bin,Warehouse_A
Item_8508,14.05,2.46,Medium,Pallet,Warehouse_A
Item_8509,40.21,0.79,Low,Pallet,Warehouse_A
Item_8510,31.12,0.18,Low,Bin,Warehouse_A
Item_8511,3.46,3.48,Low,Shelf,Warehouse_C
Item_8512,4.6,3.43,Low,Bin,Warehouse_C
Item_8513,8.06,4.37,Medium,Pallet,Warehouse_A
Item_8514,35.85,0.88,Medium,Shelf,Warehouse_B
Item_8515,1.01,1.95,Low,Bin,Warehouse_C
Item_8516,31.55,4.52,Low,Shelf,Warehouse_B
Item_8517,3.2,3.19,Low,Shelf,Warehouse_C
Item_8518,3.07,0.26,Medium,Shelf,Warehouse_C
Item_8519,14.85,0.17,Medium,Pallet,Warehouse_A
Item_8520,47.29,4.77,Low,Bin,Warehouse_A
Item_8521,32.71,0.36,Low,Shelf,Warehouse_B
Item_8522,2.23,3.14,Low,Shelf,Warehouse_C
Item_8523,42.27,4.15,Low,Pallet,Warehouse_A
Item_8524,13.56,1.17,Low,Shelf,Warehouse_B
Item_8525,20.63,4.67,Medium,Shelf,Warehouse_B
Item_8526,15.56,2.06,Low,Pallet,Warehouse_A
Item_8527,5.1,3.08,Medium,Pallet,Warehouse_A
Item_8528,42.22,0.82,Low,Bin,Warehouse_A
Item_8529,23.29,3.67,Medium,Bin,Warehouse_A
Item_8530,31.93,0.57,Low,Pallet,Warehouse_A
Item_8531,8.8,2.86,Medium,Bin,Warehouse_A
Item_8532,46.3,0.11,Low,Shelf,Warehouse_B
Item_8533,6.16,2.72,Medium,Shelf,Warehouse_C
Item_8534,33.93,1.56,Medium,Pallet,Warehouse_A
Item_8535,44.72,3.77,Low,Shelf,Warehouse_B
Item_8536,6.63,4.83,Low,Bin,Warehouse_A
Item_8537,15.34,4.91,Low,Pallet,Warehouse_A
Item_8538,33.49,1.81,Low,Bin,Warehouse_A
Item_8539,45.3,2.0,Low,Pallet,Warehouse_A
Item_8540,24.07,4.36,Low,Bin,Warehouse_A
Item_8541,44.4,0.52,Low,Shelf,Warehouse_B
Item_8542,10.94,1.67,Low,Bin,Warehouse_A
Item_8543,42.79,3.07,Low,Shelf,Warehouse_B
Item_8544,45.53,0.61,Medium,Pallet,Warehouse_A
Item_8545,38.67,2.21,Low,Bin,Warehouse_A
Item_8546,32.45,3.25,Low,Shelf,Warehouse_B
Item_8547,23.29,4.93,Low,Bin,Warehouse_A
Item_8548,48.43,2.56,Low,Shelf,Warehouse_B
Item_8549,16.25,2.26,Low,Shelf,Warehouse_B
Item_8550,18.22,4.19,Low,Bin,Warehouse_A
Item_8551,6.99,2.96,Low,Pallet,Warehouse_A
Item_8552,8.79,1.76,High,Pallet,Warehouse_A
Item_8553,9.81,4.19,Medium,Pallet,Warehouse_A
Item_8554,5.54,2.89,Medium,Shelf,Warehouse_C
Item_8555,32.67,3.28,Low,Pallet,Warehouse_A
Item_8556,2.39,3.59,Medium,Bin,Warehouse_C
Item_8557,46.38,4.92,Medium,Bin,Warehouse_A
Item_8558,42.65,1.67,High,Bin,Warehouse_A
Item_8559,31.65,3.79,Medium,Pallet,Warehouse_A
Item_8560,2.08,4.1,Medium,Bin,Warehouse_C
Item_8561,33.32,2.31,Low,Pallet,Warehouse_A
Item_8562,0.22,2.2,Medium,Pallet,Warehouse_A
Item_8563,5.79,3.53,Low,Bin,Warehouse_A
Item_8564,34.01,2.07,Low,Bin,Warehouse_A
Item_8565,36.27,2.35,High,Shelf,Warehouse_B
Item_8566,7.86,3.41,Medium,Pallet,Warehouse_A
Item_8567,38.53,0.86,Low,Shelf,Warehouse_B
Item_8568,7.57,4.24,High,Bin,Warehouse_A
Item_8569,13.46,2.36,Low,Shelf,Warehouse_B
Item_8570,42.43,0.91,Low,Shelf,Warehouse_B
Item_8571,43.74,2.58,Medium,Shelf,Warehouse_B
Item_8572,3.26,3.85,Low,Shelf,Warehouse_C
Item_8573,2.92,2.59,High,Pallet,Warehouse_A
Item_8574,31.61,4.31,Low,Shelf,Warehouse_B
Item_8575,38.69,3.47,Low,Shelf,Warehouse_B
Item_8576,12.35,1.73,Medium,Bin,Warehouse_A
Item_8577,10.31,2.23,Low,Pallet,Warehouse_A
Item_8578,25.46,3.86,Low,Bin,Warehouse_A
Item_8579,28.26,2.83,Low,Pallet,Warehouse_A
Item_8580,10.71,0.47,Medium,Shelf,Warehouse_B
Item_8581,48.6,2.18,Low,Shelf,Warehouse_B
Item_8582,7.95,2.89,Medium,Bin,Warehouse_A
Item_8583,23.62,0.93,Medium,Shelf,Warehouse_B
Item_8584,20.63,2.55,Low,Shelf,Warehouse_B
Item_8585,30.06,4.92,Medium,Bin,Warehouse_A
Item_8586,23.37,4.24,Medium,Bin,Warehouse_A
Item_8587,34.8,1.17,Low,Shelf,Warehouse_B
Item_8588,40.99,4.78,Low,Bin,Warehouse_A
Item_8589,33.01,2.17,Medium,Bin,Warehouse_A
Item_8590,4.75,4.12,Medium,Shelf,Warehouse_C
Item_8591,44.23,1.48,Medium,Bin,Warehouse_A
Item_8592,0.35,0.92,Medium,Bin,Warehouse_C
Item_8593,45.67,2.55,Low,Shelf,Warehouse_B
Item_8594,47.33,3.36,Low,Bin,Warehouse_A
Item_8595,30.29,4.08,Medium,Pallet,Warehouse_A
Item_8596,4.07,3.65,Low,Shelf,Warehouse_C
Item_8597,13.81,0.34,Medium,Shelf,Warehouse_B
Item_8598,7.86,1.29,Low,Bin,Warehouse_A
Item_8599,17.99,3.34,Low,Bin,Warehouse_A
Item_8600,48.93,3.07,Low,Bin,Warehouse_A
Item_8601,12.5,2.45,Low,Pallet,Warehouse_A
Item_8602,48.43,1.78,Low,Bin,Warehouse_A
Item_8603,5.12,2.45,Medium,Shelf,Warehouse_C
Item_8604,21.39,2.08,Medium,Shelf,Warehouse_B
Item_8605,19.89,1.96,Medium,Bin,Warehouse_A
Item_8606,28.78,4.43,Low,Bin,Warehouse_A
Item_8607,48.14,3.26,Low,Pallet,Warehouse_A
Item_8608,41.04,1.61,Medium,Shelf,Warehouse_B
Item_8609,39.01,4.87,Medium,Shelf,Warehouse_B
Item_8610,16.57,0.52,Low,Bin,Warehouse_A
Item_8611,10.81,4.2,Medium,Shelf,Warehouse_B
Item_8612,2.7,3.87,Medium,Pallet,Warehouse_A
Item_8613,45.22,0.72,Medium,Pallet,Warehouse_A
Item_8614,12.57,4.43,Low,Bin,Warehouse_A
Item_8615,32.04,0.46,Low,Pallet,Warehouse_A
Item_8616,14.51,4.82,Low,Bin,Warehouse_A
Item_8617,3.21,4.99,Low,Pallet,Warehouse_A
Item_8618,40.67,4.07,High,Shelf,Warehouse_B
Item_8619,5.88,0.24,Medium,Bin,Warehouse_A
Item_8620,29.06,0.46,Low,Shelf,Warehouse_B
Item_8621,47.64,4.62,Low,Shelf,Warehouse_B
Item_8622,8.75,2.46,Low,Shelf,Warehouse_C
Item_8623,18.46,2.5,Medium,Bin,Warehouse_A
Item_8624,6.52,3.18,Medium,Pallet,Warehouse_A
Item_8625,8.26,2.43,Medium,Bin,Warehouse_A
Item_8626,47.86,3.77,High,Pallet,Warehouse_A
Item_8627,39.22,3.96,Medium,Shelf,Warehouse_B
Item_8628,27.63,2.71,Low,Bin,Warehouse_A
Item_8629,38.45,4.47,High,Bin,Warehouse_A
Item_8630,3.9,4.13,Low,Bin,Warehouse_C
Item_8631,1.96,3.47,Low,Pallet,Warehouse_A
Item_8632,44.5,4.56,Low,Bin,Warehouse_A
Item_8633,25.99,1.98,Low,Bin,Warehouse_A
Item_8634,34.46,0.51,Low,Pallet,Warehouse_A
Item_8635,29.39,0.86,Low,Shelf,Warehouse_B
Item_8636,5.91,3.95,Medium,Shelf,Warehouse_C
Item_8637,3.4,4.39,High,Bin,Warehouse_C
